0.371926614,0.392125035,0.419761994,0.448304885,0.483764175,0.530302098,0.567557593,0.573866075,0.553549291,0.524422225,0.479003443,0.431478304,0.410607982,0.425295816,0.408484489,0.395513922,0.416022673,0.417158546,0.417654273,0.424306044,0.434911217,0.44038465,0.447091425,0.444522806,0.441862617,0.452452921,0.429925049,0.409178308,0.411003081,0.425189871,0.42609753,0.434777787,0.4427682,0.45102682,0.462878137,0.465372347,0.46231955,0.450949744,0.444925336,0.441821121,0.439980653,0.441944196,0.443605482,0.446351615,0.443821629,0.44809272,0.456414447,0.459033296,0.461127565,0.467867337,0.469244336,0.461334507,0.45459611,0.444920723,0.444645661,0.448869789,0.45785699,0.452490536,0.442755499,0.428697003,0.418353445,0.41206676,0.404362872,0.390460629,0.386658053,0.381147041,0.382287032,0.384800423,0.394697104,0.397626348,0.382065073,0.377066208,0.375091412,0.381409319,0.381780429,0.398364958,0.414088991,0.427868425,0.436315044,0.455600123,0.463866363,0.468548178,0.458456581,0.449401809,0.451393626,0.483083933,0.519768103,0.55229579,0.587877324,0.629673449,0.63977473,0.608548001,0.568979835
0.536276444,0.538922885,0.540044544,0.544894415,0.567112665,0.614921768,0.650505113,0.665892345,0.659602551,0.634924535,0.613062323,0.595218474,0.570390572,0.534117786,0.481161089,0.473377562,0.474321433,0.473719996,0.476156723,0.484054494,0.475999467,0.48992904,0.504298665,0.517316056,0.513575047,0.525351911,0.553647059,0.552645638,0.552749061,0.550624841,0.55321585,0.557207217,0.55907131,0.57350398,0.585346317,0.590891307,0.59133872,0.569926634,0.539526176,0.515088461,0.491043943,0.480985576,0.482717472,0.493282035,0.512924409,0.51667118,0.525775827,0.535458186,0.549211215,0.546823767,0.544503076,0.518171037,0.49826482,0.482149333,0.467514531,0.451935279,0.43704411,0.423474826,0.418235189,0.410572203,0.408966505,0.41298207,0.402929632,0.401118249,0.398288163,0.387974921,0.377703022,0.368989903,0.371581224,0.361763848,0.357786553,0.355128598,0.348634872,0.343951939,0.359134889,0.371751918,0.378460361,0.374313095,0.379268074,0.384499063,0.406511433,0.428748168,0.465466051,0.473813799,0.475737066,0.478408743,0.489020883,0.48255869,0.462122504,0.453980419,0.46946477,0.459668151,0.444798195
0.474009764,0.494358675,0.514070134,0.533425885,0.549669425,0.557163108,0.558409353,0.561349855,0.555179001,0.545929155,0.537229553,0.536431854,0.529296542,0.506723546,0.465354589,0.449671082,0.457756553,0.455224616,0.470205603,0.474842744,0.475803177,0.48729877,0.492557035,0.487364916,0.488227357,0.493360341,0.501979129,0.498364388,0.494409281,0.491088141,0.48997151,0.496774777,0.48600812,0.48909665,0.488206527,0.488437287,0.49112007,0.485556394,0.475182466,0.477373101,0.472792743,0.471599376,0.472386372,0.476322955,0.480995319,0.48971444,0.497193577,0.494638866,0.490028775,0.486666527,0.489330926,0.485783007,0.49307883,0.493626163,0.489346891,0.482418779,0.48020332,0.475416516,0.484580659,0.477901713,0.458340485,0.46225131,0.466452662,0.464784109,0.462734743,0.459978131,0.463750102,0.458749753,0.465409934,0.475843478,0.493567093,0.514426108,0.528679572,0.541027109,0.559891659,0.570453138,0.571449521,0.543235515,0.537528194,0.533748493,0.539941583,0.529257838,0.550055341,0.566845529,0.574622736,0.565801493,0.562225513,0.56205588,0.576609684,0.597253469,0.62141039,0.629806001,0.630033305
0.426696784,0.439032285,0.456829024,0.471832935,0.478289685,0.496846408,0.535103913,0.557437875,0.568325331,0.562366855,0.552752673,0.529751084,0.482991312,0.475450546,0.479812079,0.475892252,0.492295563,0.477348096,0.476755613,0.471194754,0.465637347,0.46650453,0.487331965,0.477638786,0.467873917,0.469099111,0.473045649,0.483800628,0.494218801,0.497721841,0.49003486,0.476842727,0.46262863,0.45773976,0.464417067,0.478142397,0.46922495,0.473603364,0.478405636,0.477681571,0.480250783,0.481691516,0.477708952,0.470321805,0.473650639,0.47936594,0.481434837,0.479827956,0.472103565,0.466050767,0.464966896,0.467246577,0.47185707,0.462971003,0.454147271,0.447674929,0.44285131,0.423882626,0.412111409,0.395962773,0.381909345,0.37182802,0.340958832,0.318750569,0.314928733,0.310826311,0.321254542,0.323867823,0.341507214,0.354253738,0.359597313,0.373424238,0.390705592,0.414912279,0.439098819,0.459568868,0.478321341,0.495056855,0.517464034,0.548953023,0.534461383,0.521738428,0.497576241,0.540571399,0.567690266,0.559455843,0.553273633,0.55303137,0.547284494,0.535515659,0.52889423,0.535147081,0.535763875
0.483208324,0.517570675,0.548881064,0.562803555,0.595928775,0.611307218,0.607887443,0.590324625,0.568009711,0.558353205,0.546238033,0.516878904,0.478698182,0.470329776,0.469439119,0.469664572,0.456737873,0.455659076,0.472913623,0.474388414,0.469516297,0.47529061,0.484362485,0.486600806,0.472303267,0.468588491,0.467943709,0.475003248,0.483912091,0.497551891,0.50895137,0.508634077,0.49210929,0.4807595,0.472930507,0.464565737,0.47489335,0.470957844,0.478199776,0.478374661,0.472695263,0.474049156,0.472781992,0.471469985,0.473837469,0.48273049,0.494854667,0.506853356,0.513186225,0.514325377,0.516273046,0.512411357,0.51762316,0.511336173,0.515993191,0.511991699,0.49939006,0.488492466,0.481362929,0.475309883,0.462040375,0.46276428,0.452083812,0.436199749,0.420194493,0.412616141,0.402627112,0.404356503,0.407249174,0.405178698,0.399686093,0.404303398,0.406207222,0.411921859,0.417120669,0.434139118,0.434746761,0.450093675,0.467951344,0.481803373,0.479836133,0.469585478,0.464889001,0.480851939,0.520747376,0.560865293,0.578165803,0.57269413,0.575097014,0.589900179,0.59788744,0.584660091,0.579107285
0.367870684,0.358475195,0.367636304,0.380692785,0.392907225,0.404332358,0.422688683,0.450703425,0.478306221,0.491880205,0.553526433,0.597235674,0.600917502,0.574348996,0.552449989,0.524820352,0.495823453,0.507112226,0.501706513,0.502726254,0.496075277,0.49458206,0.470952865,0.446875406,0.443578887,0.444318271,0.431788239,0.425126518,0.420321961,0.431653481,0.43015883,0.423886097,0.43247348,0.44072385,0.453531507,0.461365927,0.46327631,0.455730994,0.441900466,0.435105931,0.436507283,0.450535046,0.465484792,0.481806045,0.495261169,0.50487188,0.514298917,0.515556986,0.520668785,0.518913817,0.509620456,0.506032817,0.50864412,0.518567403,0.518057941,0.520781609,0.5164124,0.512396936,0.507498009,0.500466543,0.503950395,0.49986416,0.482921972,0.476131899,0.472165263,0.467081961,0.458583422,0.443462493,0.433982274,0.412740138,0.401780873,0.397722318,0.403646492,0.405919519,0.407644469,0.406167558,0.403710191,0.405519755,0.421238674,0.431217793,0.429767553,0.455696658,0.478031681,0.486236459,0.481416906,0.523153273,0.553728223,0.54592671,0.539108484,0.556990289,0.59034872,0.608197301,0.593571445
0.463914474,0.495819855,0.537027654,0.580933995,0.625709145,0.647904698,0.652656813,0.643360605,0.620422701,0.603426555,0.585545613,0.564657714,0.532876082,0.500134346,0.479161109,0.482726642,0.487654253,0.482297416,0.499992423,0.487342644,0.483240577,0.51278718,0.519056395,0.511025996,0.512988267,0.506052381,0.515114159,0.489243428,0.476156961,0.484987471,0.5025134,0.505097087,0.49327825,0.48859176,0.485950937,0.473709897,0.4680783,0.466674034,0.461670536,0.465377791,0.465281973,0.461255756,0.455543732,0.446409325,0.449878349,0.45259955,0.457557477,0.459811766,0.459613145,0.451346447,0.435571226,0.431326487,0.42692566,0.424816283,0.424041971,0.421138489,0.42339473,0.423636816,0.425711239,0.434451743,0.439168855,0.4434425,0.444276252,0.439641909,0.439572313,0.424029651,0.420952962,0.422742373,0.430346494,0.437165278,0.444404373,0.450899278,0.451753372,0.477886379,0.497959449,0.495981838,0.499327051,0.485893485,0.489629004,0.489181243,0.466825123,0.472376218,0.496667931,0.525073639,0.541286736,0.548139483,0.548999103,0.54948018,0.535062104,0.513312159,0.50719036,0.518190851,0.501761025
0.387479644,0.392695955,0.395938914,0.405861895,0.446853115,0.505169538,0.548203123,0.546242425,0.534666071,0.518431145,0.501946603,0.488717244,0.475504392,0.448688266,0.422486299,0.413409272,0.401929983,0.411088306,0.414175173,0.410853074,0.409126707,0.41033209,0.408590355,0.402682776,0.405700687,0.407002501,0.409313899,0.409649968,0.405914671,0.403497801,0.4030277,0.402453107,0.40838226,0.42331829,0.441665707,0.455186327,0.45775811,0.447995304,0.452312566,0.463843631,0.466355913,0.462821946,0.455852782,0.449228835,0.441220779,0.4362062,0.441778027,0.444665346,0.446884405,0.446047727,0.442914066,0.440886357,0.44104083,0.439296733,0.436749581,0.433187289,0.43506343,0.432805726,0.437865279,0.439302783,0.433243585,0.4383311,0.436201762,0.430652299,0.427952603,0.423255731,0.407423112,0.401894933,0.394936324,0.392676308,0.387471923,0.391898678,0.383033932,0.371002819,0.379682289,0.406865148,0.428667331,0.439883405,0.465268254,0.486429893,0.489778813,0.501366758,0.549047481,0.573840079,0.556759096,0.539315093,0.555058983,0.56242576,0.563749324,0.538983119,0.5138666,0.502686681,0.505538095
0.398006114,0.411424335,0.437769834,0.482018145,0.541815095,0.589194438,0.599573773,0.597336775,0.578580331,0.558944475,0.549886153,0.540500564,0.523541882,0.490290596,0.484809329,0.474526532,0.458225933,0.469931716,0.465057003,0.448447574,0.464928337,0.45431238,0.440964985,0.429731486,0.447452047,0.441837351,0.435958579,0.427303258,0.430644661,0.457684471,0.45887063,0.459711227,0.44935588,0.44377141,0.441736277,0.448901927,0.47400973,0.474468244,0.462402556,0.447120361,0.430589443,0.433561796,0.443810092,0.441244465,0.441773269,0.45115207,0.450454927,0.452011996,0.451268325,0.450378107,0.454253666,0.458413177,0.44777612,0.440006063,0.429244761,0.428941579,0.43505754,0.438956576,0.433738639,0.438488683,0.421405605,0.4218071,0.411581832,0.409624379,0.411240373,0.402093801,0.391313612,0.386703273,0.379747794,0.368083168,0.375885353,0.390600288,0.402993122,0.407676159,0.406810879,0.423381298,0.439684351,0.434480165,0.439906424,0.446730613,0.436314713,0.420021558,0.424348091,0.455351669,0.479707816,0.488037033,0.488883823,0.46172852,0.441995254,0.456336709,0.45968907,0.465069221,0.459779725
0.489133664,0.501953145,0.514767414,0.520050835,0.518762615,0.531599068,0.563058593,0.586494095,0.601355461,0.592014525,0.573962273,0.569012264,0.556745022,0.524642436,0.476025779,0.446853702,0.448494833,0.438968266,0.426161843,0.439982584,0.446381857,0.45775399,0.473328105,0.484072536,0.503534837,0.515508431,0.513284579,0.518233728,0.533648441,0.527989341,0.52156791,0.521809027,0.51233675,0.51160738,0.519029167,0.525179277,0.51991424,0.508886264,0.497573586,0.492263171,0.488111753,0.474081226,0.466518092,0.456433455,0.457480269,0.45979262,0.466013557,0.455704916,0.449333915,0.442935077,0.448833766,0.450429497,0.45523795,0.457828843,0.454805511,0.462536849,0.46401841,0.461664676,0.453477199,0.453669223,0.447248855,0.45807013,0.452673892,0.447172499,0.441205583,0.444332041,0.446767302,0.454805153,0.465824004,0.463778738,0.462533753,0.467604108,0.451016212,0.453653869,0.459611859,0.476860148,0.459225041,0.470867665,0.489206384,0.492381353,0.488099753,0.513005188,0.513262601,0.518246009,0.532543286,0.546919323,0.559794323,0.57356933,0.574780604,0.581096969,0.59136707,0.583759021,0.576725425
